team,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,team_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,date,won
GSW,240,35,81,0.432,18,45,0.4,18,23,0.783,8,41,49,27,6,6,14,18,106,,HOU,240,34,90,0.378,9,33,0.273,18,19,0.947,10,32,42,22,7,4,7,20,95,,2023-10-29,1.0
HOU,240,34,90,0.378,9,33,0.273,18,19,0.947,10,32,42,22,7,4,7,20,95,,GSW,240,35,81,0.432,18,45,0.4,18,23,0.783,8,41,49,27,6,6,14,18,106,,2023-10-29,0.0
ATL,240,47,93,0.505,15,37,0.405,18,22,0.818,13,33,46,32,15,2,17,17,127,,MIL,240,39,86,0.453,16,44,0.364,16,20,0.8,12,27,39,22,10,3,23,22,110,,2023-10-29,1.0
MIL,240,39,86,0.453,16,44,0.364,16,20,0.8,12,27,39,22,10,3,23,22,110,,ATL,240,47,93,0.505,15,37,0.405,18,22,0.818,13,33,46,32,15,2,17,17,127,,2023-10-29,0.0
POR,240,36,94,0.383,7,31,0.226,19,22,0.864,14,28,42,19,10,9,15,26,98,,PHI,240,40,82,0.488,11,28,0.393,35,40,0.875,11,40,51,28,10,17,15,20,126,,2023-10-29,0.0
PHI,240,40,82,0.488,11,28,0.393,35,40,0.875,11,40,51,28,10,17,15,20,126,,POR,240,36,94,0.383,7,31,0.226,19,22,0.864,14,28,42,19,10,9,15,26,98,,2023-10-29,1.0
SAS,240,30,80,0.375,11,33,0.333,12,16,0.75,6,31,37,21,9,6,25,23,83,,LAC,240,47,91,0.516,16,42,0.381,13,21,0.619,9,39,48,23,15,5,16,16,123,,2023-10-29,0.0
LAC,240,47,91,0.516,16,42,0.381,13,21,0.619,9,39,48,23,15,5,16,16,123,,SAS,240,30,80,0.375,11,33,0.333,12,16,0.75,6,31,37,21,9,6,25,23,83,,2023-10-29,1.0
LAL,265,43,98,0.439,15,45,0.333,26,34,0.765,8,45,53,27,4,4,12,22,127,,SAC,265,49,104,0.471,17,48,0.354,17,24,0.708,6,41,47,30,6,7,10,28,132,,2023-10-29,0.0
SAC,265,49,104,0.471,17,48,0.354,17,24,0.708,6,41,47,30,6,7,10,28,132,,LAL,265,43,98,0.439,15,45,0.333,26,34,0.765,8,45,53,27,4,4,12,22,127,,2023-10-29,1.0
CHI,240,40,87,0.46,6,17,0.353,26,31,0.839,10,34,44,19,8,6,13,17,112,,IND,240,36,88,0.409,12,46,0.261,21,25,0.84,11,36,47,26,7,5,17,24,105,,2023-10-30,1.0
IND,240,36,88,0.409,12,46,0.261,21,25,0.84,11,36,47,26,7,5,17,24,105,,CHI,240,40,87,0.46,6,17,0.353,26,31,0.839,10,34,44,19,8,6,13,17,112,,2023-10-30,0.0
BOS,240,51,102,0.5,19,53,0.358,5,7,0.714,15,36,51,31,11,6,17,21,126,,WAS,240,39,87,0.448,11,36,0.306,18,26,0.692,11,29,40,26,12,4,15,13,107,,2023-10-30,1.0
WAS,240,39,87,0.448,11,36,0.306,18,26,0.692,11,29,40,26,12,4,15,13,107,,BOS,240,51,102,0.5,19,53,0.358,5,7,0.714,15,36,51,31,11,6,17,21,126,,2023-10-30,0.0
BRK,240,49,87,0.563,12,33,0.364,23,32,0.719,10,36,46,25,4,8,13,19,133,,CHO,240,47,96,0.49,8,31,0.258,19,20,0.95,8,31,39,33,8,5,9,23,121,,2023-10-30,1.0
CHO,240,47,96,0.49,8,31,0.258,19,20,0.95,8,31,39,33,8,5,9,23,121,,BRK,240,49,87,0.563,12,33,0.364,23,32,0.719,10,36,46,25,4,8,13,19,133,,2023-10-30,0.0
POR,240,38,85,0.447,11,35,0.314,12,15,0.8,13,38,51,20,6,7,14,19,99,,TOR,240,38,94,0.404,4,29,0.138,11,15,0.733,14,33,47,19,10,4,11,17,91,,2023-10-30,1.0
TOR,240,38,94,0.404,4,29,0.138,11,15,0.733,14,33,47,19,10,4,11,17,91,,POR,240,38,85,0.447,11,35,0.314,12,15,0.8,13,38,51,20,6,7,14,19,99,,2023-10-30,0.0
MIN,240,44,90,0.489,16,33,0.485,9,15,0.6,10,28,38,24,5,5,10,17,113,,ATL,240,48,86,0.558,14,30,0.467,17,18,0.944,4,32,36,28,6,7,9,12,127,,2023-10-30,0.0
ATL,240,48,86,0.558,14,30,0.467,17,18,0.944,4,32,36,28,6,7,9,12,127,,MIN,240,44,90,0.489,16,33,0.485,9,15,0.6,10,28,38,24,5,5,10,17,113,,2023-10-30,1.0
DAL,240,42,84,0.5,23,47,0.489,18,24,0.75,6,42,48,24,4,7,15,17,125,,MEM,240,42,92,0.457,14,37,0.378,12,20,0.6,10,34,44,22,9,4,12,22,110,,2023-10-30,1.0
MEM,240,42,92,0.457,14,37,0.378,12,20,0.6,10,34,44,22,9,4,12,22,110,,DAL,240,42,84,0.5,23,47,0.489,18,24,0.75,6,42,48,24,4,7,15,17,125,,2023-10-30,0.0
MIA,240,41,86,0.477,13,34,0.382,19,20,0.95,7,33,40,27,7,2,14,20,114,,MIL,240,44,87,0.506,12,37,0.324,22,30,0.733,9,34,43,24,8,5,14,23,122,,2023-10-30,0.0
MIL,240,44,87,0.506,12,37,0.324,22,30,0.733,9,34,43,24,8,5,14,23,122,,MIA,240,41,86,0.477,13,34,0.382,19,20,0.95,7,33,40,27,7,2,14,20,114,,2023-10-30,1.0
GSW,240,51,98,0.52,15,41,0.366,13,20,0.65,21,43,64,28,6,7,14,21,130,,NOP,240,38,93,0.409,10,39,0.256,16,26,0.615,14,25,39,23,8,3,11,18,102,,2023-10-30,1.0
NOP,240,38,93,0.409,10,39,0.256,16,26,0.615,14,25,39,23,8,3,11,18,102,,GSW,240,51,98,0.52,15,41,0.366,13,20,0.65,21,43,64,28,6,7,14,21,130,,2023-10-30,0.0
DET,240,39,91,0.429,15,28,0.536,19,24,0.792,13,28,41,31,6,5,16,25,112,,OKC,240,44,83,0.53,13,29,0.448,23,28,0.821,6,38,44,21,9,10,15,19,124,,2023-10-30,0.0
OKC,240,44,83,0.53,13,29,0.448,23,28,0.821,6,38,44,21,9,10,15,19,124,,DET,240,39,91,0.429,15,28,0.536,19,24,0.792,13,28,41,31,6,5,16,25,112,,2023-10-30,1.0
UTA,240,42,98,0.429,11,37,0.297,7,15,0.467,17,34,51,30,6,2,12,21,102,,DEN,240,47,84,0.56,9,28,0.321,7,17,0.412,7,36,43,32,4,8,12,14,110,,2023-10-30,0.0
DEN,240,47,84,0.56,9,28,0.321,7,17,0.412,7,36,43,32,4,8,12,14,110,,UTA,240,42,98,0.429,11,37,0.297,7,15,0.467,17,34,51,30,6,2,12,21,102,,2023-10-30,1.0
ORL,240,38,95,0.4,14,35,0.4,13,18,0.722,12,32,44,28,10,3,11,22,103,,LAL,240,42,79,0.532,8,27,0.296,14,18,0.778,3,37,40,28,7,10,16,17,106,,2023-10-30,0.0
LAL,240,42,79,0.532,8,27,0.296,14,18,0.778,3,37,40,28,7,10,16,17,106,,ORL,240,38,95,0.4,14,35,0.4,13,18,0.722,12,32,44,28,10,3,11,22,103,,2023-10-30,1.0
NYK,240,38,86,0.442,13,34,0.382,20,25,0.8,12,36,48,18,9,1,14,17,109,,CLE,240,36,92,0.391,10,38,0.263,9,12,0.75,14,32,46,19,6,6,15,19,91,,2023-10-31,1.0
CLE,240,36,92,0.391,10,38,0.263,9,12,0.75,14,32,46,19,6,6,15,19,91,,NYK,240,38,86,0.442,13,34,0.382,20,25,0.8,12,36,48,18,9,1,14,17,109,,2023-10-31,0.0
SAS,240,43,92,0.467,14,37,0.378,15,20,0.75,8,29,37,25,10,9,12,17,115,,PHO,240,42,83,0.506,18,39,0.462,12,15,0.8,6,37,43,29,8,7,19,18,114,,2023-10-31,1.0
PHO,240,42,83,0.506,18,39,0.462,12,15,0.8,6,37,43,29,8,7,19,18,114,,SAS,240,43,92,0.467,14,37,0.378,15,20,0.75,8,29,37,25,10,9,12,17,115,,2023-10-31,0.0
ORL,240,38,81,0.469,7,30,0.233,19,33,0.576,7,33,40,23,9,3,16,24,102,,LAC,240,44,89,0.494,14,31,0.452,16,23,0.696,9,35,44,29,10,4,16,26,118,,2023-10-31,0.0
LAC,240,44,89,0.494,14,31,0.452,16,23,0.696,9,35,44,29,10,4,16,26,118,,ORL,240,38,81,0.469,7,30,0.233,19,33,0.576,7,33,40,23,9,3,16,24,102,,2023-10-31,1.0
POR,240,38,81,0.469,7,20,0.35,27,33,0.818,7,37,44,23,10,7,17,15,110,,DET,240,40,90,0.444,11,29,0.379,10,11,0.909,6,32,38,24,12,4,18,31,101,,2023-11-01,1.0
DET,240,40,90,0.444,11,29,0.379,10,11,0.909,6,32,38,24,12,4,18,31,101,,POR,240,38,81,0.469,7,20,0.35,27,33,0.818,7,37,44,23,10,7,17,15,110,,2023-11-01,0.0
MIL,240,35,76,0.461,13,34,0.382,28,38,0.737,7,22,29,19,9,2,12,17,111,,TOR,240,51,91,0.56,15,38,0.395,13,14,0.929,15,35,50,35,7,6,16,25,130,,2023-11-01,0.0
TOR,240,51,91,0.56,15,38,0.395,13,14,0.929,15,35,50,35,7,6,16,25,130,,MIL,240,35,76,0.461,13,34,0.382,28,38,0.737,7,22,29,19,9,2,12,17,111,,2023-11-01,1.0
WAS,240,51,101,0.505,10,40,0.25,9,14,0.643,6,29,35,32,14,3,11,25,121,,ATL,240,46,92,0.5,9,32,0.281,29,32,0.906,14,43,57,26,8,3,20,16,130,,2023-11-01,0.0
ATL,240,46,92,0.5,9,32,0.281,29,32,0.906,14,43,57,26,8,3,20,16,130,,WAS,240,51,101,0.505,10,40,0.25,9,14,0.643,6,29,35,32,14,3,11,25,121,,2023-11-01,1.0
IND,240,46,101,0.455,5,37,0.135,7,12,0.583,8,23,31,26,6,6,9,20,104,,BOS,240,54,95,0.568,20,35,0.571,27,28,0.964,11,46,57,27,5,2,11,19,155,,2023-11-01,0.0
BOS,240,54,95,0.568,20,35,0.571,27,28,0.964,11,46,57,27,5,2,11,19,155,,IND,240,46,101,0.455,5,37,0.135,7,12,0.583,8,23,31,26,6,6,9,20,104,,2023-11-01,1.0
BRK,240,37,82,0.451,16,36,0.444,19,26,0.731,7,40,47,27,11,4,18,18,109,,MIA,240,39,91,0.429,13,38,0.342,14,18,0.778,11,35,46,22,10,5,16,20,105,,2023-11-01,1.0
MIA,240,39,91,0.429,13,38,0.342,14,18,0.778,11,35,46,22,10,5,16,20,105,,BRK,240,37,82,0.451,16,36,0.444,19,26,0.731,7,40,47,27,11,4,18,18,109,,2023-11-01,0.0
CLE,240,32,74,0.432,12,32,0.375,19,20,0.95,6,40,46,22,7,5,18,27,95,,NYK,240,32,92,0.348,5,30,0.167,20,30,0.667,16,34,50,18,10,3,13,16,89,,2023-11-01,1.0
NYK,240,32,92,0.348,5,30,0.167,20,30,0.667,16,34,50,18,10,3,13,16,89,,CLE,240,32,74,0.432,12,32,0.375,19,20,0.95,6,40,46,22,7,5,18,27,95,,2023-11-01,0.0
NOP,240,40,102,0.392,13,42,0.31,17,29,0.586,22,36,58,23,8,5,10,20,110,,OKC,240,38,88,0.432,7,34,0.206,23,25,0.92,6,43,49,23,6,5,14,24,106,,2023-11-01,1.0
OKC,240,38,88,0.432,7,34,0.206,23,25,0.92,6,43,49,23,6,5,14,24,106,,NOP,240,40,102,0.392,13,42,0.31,17,29,0.586,22,36,58,23,8,5,10,20,110,,2023-11-01,0.0
CHO,240,45,90,0.5,11,27,0.407,18,25,0.72,15,29,44,21,9,8,16,19,119,,HOU,240,44,84,0.524,21,37,0.568,19,23,0.826,7,31,38,35,10,2,17,22,128,,2023-11-01,0.0
HOU,240,44,84,0.524,21,37,0.568,19,23,0.826,7,31,38,35,10,2,17,22,128,,CHO,240,45,90,0.5,11,27,0.407,18,25,0.72,15,29,44,21,9,8,16,19,119,,2023-11-01,1.0
DEN,240,38,96,0.396,6,33,0.182,7,10,0.7,12,31,43,23,6,10,15,22,89,,MIN,240,38,83,0.458,8,21,0.381,26,27,0.963,8,39,47,20,9,5,13,15,110,,2023-11-01,0.0
MIN,240,38,83,0.458,8,21,0.381,26,27,0.963,8,39,47,20,9,5,13,15,110,,DEN,240,38,96,0.396,6,33,0.182,7,10,0.7,12,31,43,23,6,10,15,22,89,,2023-11-01,1.0
CHI,240,42,89,0.472,11,33,0.333,10,11,0.909,12,31,43,19,10,3,13,23,105,,DAL,240,37,81,0.457,20,48,0.417,20,28,0.714,13,32,45,23,7,2,13,11,114,,2023-11-01,0.0
DAL,240,37,81,0.457,20,48,0.417,20,28,0.714,13,32,45,23,7,2,13,11,114,,CHI,240,42,89,0.472,11,33,0.333,10,11,0.909,12,31,43,19,10,3,13,23,105,,2023-11-01,1.0
MEM,240,35,96,0.365,14,54,0.259,25,32,0.781,14,28,42,25,12,7,15,22,109,,UTA,240,47,87,0.54,22,43,0.512,17,24,0.708,10,40,50,35,7,3,21,22,133,,2023-11-01,0.0
UTA,240,47,87,0.54,22,43,0.512,17,24,0.708,10,40,50,35,7,3,21,22,133,,MEM,240,35,96,0.365,14,54,0.259,25,32,0.781,14,28,42,25,12,7,15,22,109,,2023-11-01,1.0
SAC,240,36,88,0.409,11,35,0.314,18,23,0.783,14,34,48,24,8,4,12,17,101,,GSW,240,39,81,0.481,11,31,0.355,13,15,0.867,7,29,36,32,5,6,17,17,102,,2023-11-01,0.0
GSW,240,39,81,0.481,11,31,0.355,13,15,0.867,7,29,36,32,5,6,17,17,102,,SAC,240,36,88,0.409,11,35,0.314,18,23,0.783,14,34,48,24,8,4,12,17,101,,2023-11-01,1.0
LAC,265,47,99,0.475,14,34,0.412,17,27,0.63,12,34,46,22,12,1,13,31,125,,LAL,265,46,90,0.511,11,32,0.344,27,36,0.75,9,42,51,28,10,9,14,24,130,,2023-11-01,0.0
LAL,265,46,90,0.511,11,32,0.344,27,36,0.75,9,42,51,28,10,9,14,24,130,,LAC,265,47,99,0.475,14,34,0.412,17,27,0.63,12,34,46,22,12,1,13,31,125,,2023-11-01,1.0
TOR,240,38,79,0.481,10,28,0.357,13,19,0.684,9,32,41,30,4,3,19,20,99,,PHI,240,42,92,0.457,9,25,0.36,21,25,0.84,15,31,46,21,12,3,14,19,114,,2023-11-02,0.0
PHI,240,42,92,0.457,9,25,0.36,21,25,0.84,15,31,46,21,12,3,14,19,114,,TOR,240,38,79,0.481,10,28,0.357,13,19,0.684,9,32,41,30,4,3,19,20,99,,2023-11-02,1.0
DET,240,41,94,0.436,13,38,0.342,21,26,0.808,19,29,48,30,4,5,16,31,116,,NOP,240,39,80,0.488,14,32,0.438,33,35,0.943,7,29,36,27,5,7,12,18,125,,2023-11-02,0.0
NOP,240,39,80,0.488,14,32,0.438,33,35,0.943,7,29,36,27,5,7,12,18,125,,DET,240,41,94,0.436,13,38,0.342,21,26,0.808,19,29,48,30,4,5,16,31,116,,2023-11-02,1.0
ORL,240,39,85,0.459,10,29,0.345,27,36,0.75,10,33,43,27,17,9,17,25,115,,UTA,240,41,89,0.461,12,33,0.364,19,26,0.731,13,35,48,27,9,7,20,27,113,,2023-11-02,1.0
UTA,240,41,89,0.461,12,33,0.364,19,26,0.731,13,35,48,27,9,7,20,27,113,,ORL,240,39,85,0.459,10,29,0.345,27,36,0.75,10,33,43,27,17,9,17,25,115,,2023-11-02,0.0
SAS,240,51,98,0.52,18,37,0.486,12,13,0.923,9,32,41,37,7,5,8,21,132,,PHO,240,43,80,0.538,16,32,0.5,19,26,0.731,5,29,34,26,5,4,14,15,121,,2023-11-02,1.0
PHO,240,43,80,0.538,16,32,0.5,19,26,0.731,5,29,34,26,5,4,14,15,121,,SAS,240,51,98,0.52,18,37,0.486,12,13,0.923,9,32,41,37,7,5,8,21,132,,2023-11-02,0.0
CLE,240,44,84,0.524,8,28,0.286,20,25,0.8,5,30,35,27,10,9,13,20,116,,IND,240,45,86,0.523,15,31,0.484,16,24,0.667,7,33,40,28,7,5,18,18,121,,2023-11-03,0.0
IND,240,45,86,0.523,15,31,0.484,16,24,0.667,7,33,40,28,7,5,18,18,121,,CLE,240,44,84,0.524,8,28,0.286,20,25,0.8,5,30,35,27,10,9,13,20,116,,2023-11-03,1.0
NYK,240,38,96,0.396,10,39,0.256,19,25,0.76,16,40,56,18,6,1,10,22,105,,MIL,240,35,82,0.427,20,39,0.513,20,28,0.714,7,34,41,24,6,11,14,16,110,,2023-11-03,0.0
MIL,240,35,82,0.427,20,39,0.513,20,28,0.714,7,34,41,24,6,11,14,16,110,,NYK,240,38,96,0.396,10,39,0.256,19,25,0.76,16,40,56,18,6,1,10,22,105,,2023-11-03,1.0
BRK,240,44,96,0.458,18,45,0.4,3,5,0.6,8,31,39,32,4,4,8,12,109,,CHI,240,43,89,0.483,11,28,0.393,10,14,0.714,9,33,42,21,4,4,10,13,107,,2023-11-03,1.0
CHI,240,43,89,0.483,11,28,0.393,10,14,0.714,9,33,42,21,4,4,10,13,107,,BRK,240,44,96,0.458,18,45,0.4,3,5,0.6,8,31,39,32,4,4,8,12,109,,2023-11-03,0.0
WAS,240,46,81,0.568,13,28,0.464,9,17,0.529,4,26,30,33,7,4,20,18,114,,MIA,240,48,80,0.6,13,27,0.481,12,14,0.857,7,30,37,35,9,1,19,18,121,,2023-11-03,0.0
MIA,240,48,80,0.6,13,27,0.481,12,14,0.857,7,30,37,35,9,1,19,18,121,,WAS,240,46,81,0.568,13,28,0.464,9,17,0.529,4,26,30,33,7,4,20,18,114,,2023-11-03,1.0
GSW,240,49,92,0.533,18,40,0.45,25,30,0.833,13,25,38,36,9,2,15,25,141,,OKC,240,50,83,0.602,15,29,0.517,24,30,0.8,7,25,32,26,3,1,19,20,139,,2023-11-03,1.0
OKC,240,50,83,0.602,15,29,0.517,24,30,0.8,7,25,32,26,3,1,19,20,139,,GSW,240,49,92,0.533,18,40,0.45,25,30,0.833,13,25,38,36,9,2,15,25,141,,2023-11-03,0.0
DAL,240,41,86,0.477,17,42,0.405,15,17,0.882,10,24,34,27,12,6,15,19,114,,DEN,240,49,93,0.527,13,30,0.433,14,19,0.737,19,32,51,33,11,6,17,17,125,,2023-11-03,0.0
DEN,240,49,93,0.527,13,30,0.433,14,19,0.737,19,32,51,33,11,6,17,17,125,,DAL,240,41,86,0.477,17,42,0.405,15,17,0.882,10,24,34,27,12,6,15,19,114,,2023-11-03,1.0
MEM,265,47,96,0.49,10,35,0.286,9,13,0.692,7,41,48,29,8,10,17,25,113,,POR,265,39,96,0.406,9,32,0.281,28,36,0.778,15,35,50,19,12,7,14,15,115,,2023-11-03,0.0
POR,265,39,96,0.406,9,32,0.281,28,36,0.778,15,35,50,19,12,7,14,15,115,,MEM,265,47,96,0.49,10,35,0.286,9,13,0.692,7,41,48,29,8,10,17,25,113,,2023-11-03,1.0
PHO,240,32,89,0.36,9,35,0.257,27,33,0.818,15,27,42,22,11,12,10,11,100,,PHI,240,43,90,0.478,11,30,0.367,15,18,0.833,15,36,51,24,5,6,17,24,112,,2023-11-04,0.0
PHI,240,43,90,0.478,11,30,0.367,15,18,0.833,15,36,51,24,5,6,17,24,112,,PHO,240,32,89,0.36,9,35,0.257,27,33,0.818,15,27,42,22,11,12,10,11,100,,2023-11-04,1.0
CHO,240,47,88,0.534,8,20,0.4,23,23,1.0,12,29,41,23,5,10,13,20,125,,IND,240,45,93,0.484,22,45,0.489,12,16,0.75,11,25,36,31,7,5,14,18,124,,2023-11-04,1.0
IND,240,45,93,0.484,22,45,0.489,12,16,0.75,11,25,36,31,7,5,14,18,124,,CHO,240,47,88,0.534,8,20,0.4,23,23,1.0,12,29,41,23,5,10,13,20,125,,2023-11-04,0.0
ATL,240,45,93,0.484,14,41,0.341,19,24,0.792,19,33,52,28,4,6,11,16,123,,NOP,240,40,84,0.476,8,31,0.258,17,21,0.81,9,26,35,24,9,7,9,15,105,,2023-11-04,1.0
NOP,240,40,84,0.476,8,31,0.258,17,21,0.81,9,26,35,24,9,7,9,15,105,,ATL,240,45,93,0.484,14,41,0.341,19,24,0.792,19,33,52,28,4,6,11,16,123,,2023-11-04,0.0
LAL,240,37,84,0.44,8,30,0.267,19,21,0.905,10,30,40,17,6,10,17,21,101,,ORL,240,46,101,0.455,12,33,0.364,16,19,0.842,19,32,51,29,6,9,15,18,120,,2023-11-04,0.0
ORL,240,46,101,0.455,12,33,0.364,16,19,0.842,19,32,51,29,6,9,15,18,120,,LAL,240,37,84,0.44,8,30,0.267,19,21,0.905,10,30,40,17,6,10,17,21,101,,2023-11-04,1.0
BOS,240,43,90,0.478,15,45,0.333,23,27,0.852,10,40,50,22,4,6,11,17,124,,BRK,240,43,100,0.43,17,52,0.327,11,17,0.647,10,32,42,22,4,5,5,21,114,,2023-11-04,1.0
BRK,240,43,100,0.43,17,52,0.327,11,17,0.647,10,32,42,22,4,5,5,21,114,,BOS,240,43,90,0.478,15,45,0.333,23,27,0.852,10,40,50,22,4,6,11,17,124,,2023-11-04,0.0
SAC,240,32,84,0.381,11,41,0.268,14,19,0.737,8,35,43,20,5,6,11,19,89,,HOU,240,40,87,0.46,13,36,0.361,14,20,0.7,10,43,53,28,4,3,11,18,107,,2023-11-04,0.0
HOU,240,40,87,0.46,13,36,0.361,14,20,0.7,10,43,53,28,4,3,11,18,107,,SAC,240,32,84,0.381,11,41,0.268,14,19,0.737,8,35,43,20,5,6,11,19,89,,2023-11-04,1.0
UTA,240,35,91,0.385,12,43,0.279,13,17,0.765,17,22,39,20,3,7,18,20,95,,MIN,240,45,81,0.556,9,24,0.375,24,31,0.774,9,34,43,25,10,11,10,23,123,,2023-11-04,0.0
MIN,240,45,81,0.556,9,24,0.375,24,31,0.774,9,34,43,25,10,11,10,23,123,,UTA,240,35,91,0.385,12,43,0.279,13,17,0.765,17,22,39,20,3,7,18,20,95,,2023-11-04,1.0
CHI,240,39,86,0.453,7,26,0.269,16,23,0.696,9,28,37,28,7,3,11,19,101,,DEN,240,42,81,0.519,16,36,0.444,23,30,0.767,10,39,49,31,10,4,11,18,123,,2023-11-04,0.0
DEN,240,42,81,0.519,16,36,0.444,23,30,0.767,10,39,49,31,10,4,11,18,123,,CHI,240,39,86,0.453,7,26,0.269,16,23,0.696,9,28,37,28,7,3,11,19,101,,2023-11-04,1.0
PHO,240,43,86,0.5,8,21,0.381,26,29,0.897,14,29,43,29,8,10,18,13,120,,DET,240,43,87,0.494,8,23,0.348,12,14,0.857,10,23,33,25,7,6,16,23,106,,2023-11-05,1.0
DET,240,43,87,0.494,8,23,0.348,12,14,0.857,10,23,33,25,7,6,16,23,106,,PHO,240,43,86,0.5,8,21,0.381,26,29,0.897,14,29,43,29,8,10,18,13,120,,2023-11-05,0.0
TOR,265,44,97,0.454,19,48,0.396,16,26,0.615,13,34,47,29,12,6,14,15,123,,SAS,265,48,96,0.5,10,32,0.313,10,13,0.769,9,37,46,30,7,7,17,21,116,,2023-11-05,1.0
SAS,265,48,96,0.5,10,32,0.313,10,13,0.769,9,37,46,30,7,7,17,21,116,,TOR,265,44,97,0.454,19,48,0.396,16,26,0.615,13,34,47,29,12,6,14,15,123,,2023-11-05,0.0
GSW,240,34,94,0.362,16,41,0.39,20,30,0.667,17,27,44,26,10,4,13,18,104,,CLE,240,41,83,0.494,11,37,0.297,22,28,0.786,13,41,54,26,8,2,18,21,115,,2023-11-05,0.0
CLE,240,41,83,0.494,11,37,0.297,22,28,0.786,13,41,54,26,8,2,18,21,115,,GSW,240,34,94,0.362,16,41,0.39,20,30,0.667,17,27,44,26,10,4,13,18,104,,2023-11-05,1.0
CHO,240,49,99,0.495,8,30,0.267,12,21,0.571,10,33,43,30,5,2,8,25,118,,DAL,240,43,91,0.473,14,42,0.333,24,32,0.75,9,38,47,31,3,6,10,19,124,,2023-11-05,0.0
DAL,240,43,91,0.473,14,42,0.333,24,32,0.75,9,38,47,31,3,6,10,19,124,,CHO,240,49,99,0.495,8,30,0.267,12,21,0.571,10,33,43,30,5,2,8,25,118,,2023-11-05,1.0
MEM,240,45,89,0.506,13,32,0.406,9,13,0.692,10,39,49,27,6,7,16,18,112,,POR,240,37,95,0.389,14,45,0.311,12,15,0.8,16,31,47,23,11,5,14,21,100,,2023-11-05,1.0
POR,240,37,95,0.389,14,45,0.311,12,15,0.8,16,31,47,23,11,5,14,21,100,,MEM,240,45,89,0.506,13,32,0.406,9,13,0.692,10,39,49,27,6,7,16,18,112,,2023-11-05,0.0
GSW,240,46,97,0.474,12,41,0.293,16,21,0.762,17,27,44,26,8,4,11,14,120,,DET,240,38,80,0.475,13,30,0.433,20,21,0.952,7,32,39,23,8,2,14,20,109,,2023-11-06,1.0
DET,240,38,80,0.475,13,30,0.433,20,21,0.952,7,32,39,23,8,2,14,20,109,,GSW,240,46,97,0.474,12,41,0.293,16,21,0.762,17,27,44,26,8,4,11,14,120,,2023-11-06,0.0
SAS,240,40,94,0.426,8,26,0.308,23,30,0.767,12,24,36,26,7,5,11,15,111,,IND,240,55,95,0.579,20,38,0.526,22,23,0.957,9,40,49,38,7,4,14,24,152,,2023-11-06,0.0
IND,240,55,95,0.579,20,38,0.526,22,23,0.957,9,40,49,38,7,4,14,24,152,,SAS,240,40,94,0.426,8,26,0.308,23,30,0.767,12,24,36,26,7,5,11,15,111,,2023-11-06,1.0
DAL,240,41,82,0.5,15,40,0.375,20,28,0.714,5,26,31,21,9,6,14,20,117,,ORL,240,40,85,0.471,8,27,0.296,14,18,0.778,6,32,38,27,6,4,20,24,102,,2023-11-06,1.0
ORL,240,40,85,0.471,8,27,0.296,14,18,0.778,6,32,38,27,6,4,20,24,102,,DAL,240,41,82,0.5,15,40,0.375,20,28,0.714,5,26,31,21,9,6,14,20,117,,2023-11-06,0.0
WAS,240,49,96,0.51,14,34,0.412,16,20,0.8,10,28,38,31,6,10,19,26,128,,PHI,240,51,91,0.56,12,31,0.387,32,36,0.889,10,35,45,37,12,7,15,15,146,,2023-11-06,0.0
PHI,240,51,91,0.56,12,31,0.387,32,36,0.889,10,35,45,37,12,7,15,15,146,,WAS,240,49,96,0.51,14,34,0.412,16,20,0.8,10,28,38,31,6,10,19,26,128,,2023-11-06,1.0
MIL,240,46,96,0.479,16,48,0.333,21,24,0.875,12,36,48,26,6,2,10,13,129,,BRK,240,49,101,0.485,16,45,0.356,11,13,0.846,11,35,46,22,2,4,8,16,125,,2023-11-06,1.0
BRK,240,49,101,0.485,16,45,0.356,11,13,0.846,11,35,46,22,2,4,8,16,125,,MIL,240,46,96,0.479,16,48,0.333,21,24,0.875,12,36,48,26,6,2,10,13,129,,2023-11-06,0.0
